Timestamp,"Your Name (if you want, you can share)",Viva Date,Viva Proctor ID (the id which was sent to you in email for viva),Questions asked by the Viva examiner (Write in points),Any suggestions/tips to fellow students for this examiner?
3/25/2025 23:53:56,Anon,3/25/2025,level2_74,"Did not ask to share notebook initially.
What is data preprocessing?
What are the steps in data preprocessing?
What is Feature Scaling? Why to do it?
What are outliers? How to manage them?
What are hyper parameters? What is Hyper parameter tuning?
What is the difference between gridsearchcv and randomsearchcv

I have a house which was priced at X rs 10 years ago. I have to predict it's price now, what model would you choose and explain it's mechanism

What is dimensionality reduction? What is reducing in it?

Then he asked me to share notebook and give overview.

He asked which models I used, he told me to explain the three models that I used and how and why

He asked if I took care of null values and how

He asked what is 42😂 I told the same ""Hitchhikers guide to galaxy wala answer"". He said he is fed up with students answering this mugged up answer. So I told him something something. Some students told that there was a divine meaning to 42 it seems😂😂

Then finally he asked why we do EDA and its importance. 

That's it.",Look at other's feedback in this sheet and learn. That is enough mostly..
3/26/2025 11:37:17,,3/22/2025,mlp_level1_viva7,"No questions asked!

- explained notebook for 25 mins and that's it.
- gave suggestions to improve notebook.
- good experience overall",Prepare your notebook well and explain confidently! Best of luck!
3/27/2025 17:25:17,Gaurang,3/21/2025,mlp_level1_viva9,"1) Show and give an overview of your notebook.
2) Questions about my code in EDA. For eg. I was asked to explain any 2 histograms, and what i can infer from them.
3) How have you implemented feature processing ? Show where I have utilized the pipelines functionality.
4) How have you handeled missing values? 
5) What different models have you used? What models give you the best scores?
6) Asked about hyperparameter tuning, why and how we do it.
7) What is bias-variance trade off?
8) What is recall? then asked me to write/edit the code to print the recall score for a model instead of accuracy_score.
9) Then asked me to write some super basic code, for example to print all numerical columns and non-numerical columns.
10) What are ensemble methods?

I answered questions straight forward, the proctor was super nice, and very polite. At a point I had to stop and recall a point, but she was very patient !","Very understanding proctor, take it easy, dont stress and be confident. "
3/28/2025 10:36:43,,3/27/2025,level2_124,"1. Introduction and experience so far with this project
2. Asked to explain notebook within 15 to 20 mins
3. Asked for my accuracy.. and asked what changes could be done to improve accuracy further
4. Explain logistic regression
5. Decision tress and random forest
6. Hyperparameter tuning and its types
7. Where decision trees are used in real life.
8. Asked to code rfe… basically he will give a dataset and extract 2 features using rfe.
I had to do preprocessing before implementing rfe.. so practice scaling encoding imputing(the dataset had missing values)… and ofcourse using pipelines and Columntransformer. 
He gave suggestions in the end","Explain deeply if asked about any model… this will save your time and he wont ask so many questions 
Overall he is chill.. if you know your notebook well and prepare some models deeply you are good to go😊"
3/28/2025 18:05:34,,3/28/2025,Level3_31,"Level3_31

The viva was amazing...she was really very polite and patient.
SHe let me explain everything, then asked few questions related to 
Confusion Matrix
Explaiin any graph
explain any model
baggin/boosting
hyperparameter tuning
Encoding techniques
Kmeans, KNN


Later she asked about my career by far, what I plan to do after this, my projects, internships, etc

Overall it was great",explain everything in as much detail as you can
3/28/2025 18:10:52,MJ,3/21/2025,level1_viva9,"First she told me explain eda,preprocessing and feature engineering then told me to show three models and tell the comparision
Then she told me to separate categorical and numerical data
Then I was asked to code any of my one  models on the dataset
bagging boosting, overfitting


she was great, finished my viva in 17mins

",Explain your code in detail
3/28/2025 21:29:16,SIV,3/28/2025,level3_20,"No questions were asked, he said good i have no furthur questions","just straight out askd me to explain my code and asked my ranking in kaggle, and asked my  final score.
just make sure to explain eah and every line of ur code slowly and with reasons why you choose, make it to 15 ~ 20 minutes u will be good. (more graphs the better, put a model score comparision graph)"
3/29/2025 0:21:07,,,Level1 - 7,"Level1 viva: viva went for 20 mins, no specific theoretical questions were asked. Just explain your notebook well. Be specific - eg, what EDA has been done, why. Which models did you choose and the reason behind it.","He's cool. Make sure that your NB is properly organized, well commented and you are able to explain your code thoroughly."
3/29/2025 0:25:57,,,Level 3- 20,"Level 2 viva: went for 45 mins. Asked for a detailed explanation of the NB (this went on for 20 mins). Questions asked: did PCA improve the score in this dataset? On what basis were 5 cols removed from the dataset? - selectkbest... Explanation... Followed by Truncated SVD, how does it work? What's bagging, boosting?","He's nice. Possibly an industry expert. Make sure you know your code very well, that should be enough."
3/30/2025 12:17:58,,3/30/2025,Level 3_28,"This ma'am was quite sweet and helpful
I explained the notebook in 20-25 minutes
She was impressed by EDA and my feature extraction
She explained and corrected me in things I was lacking
Just make sure that your EDA and feature extractions are good(like you don't need to go super in depth for that, just have some good visualisations, and some good insights written in a markdown later, like a list of them(it's quite important))
Didn't focus much on the later parts, so I just skimmed through that
I didn't do feature selection(like PCA and other things) so do that as well even if the model accuracy goes down
She did ask me about one thing that I didn't get which was univariate and bivariate distribution which I forgot at the time, but rest of them was quite basic
She just focused on my notebook 

At the end, she'll make notes of the following:-

1.) whether you have eda, feature extraction, feature selection, preprocessors, splitting, models, hyperparameter tuning, confusion matrix, model comparision

2.) have you written like a list of insights from your EDA

3.) even if you have done one or two good feature extractions (good being the key word!), like making a new column by combing a few of them, or making an entirely new columns out of an existing one, she'll be impressed



Rest she was quite friendly so don't sweat too much!",
3/30/2025 17:32:13,Anonymous,3/30/2025,level3_20,"No questions asked. 

Just one basic question around PCA or feature engineering if you have done, what was their result & why ?","Just explain the notebook properly, if you have a good score and can impress him, he won't ask anything"
3/30/2025 18:56:00,midhun reddy,3/29/2025, level3_20_MLP_Viva,no questions at all. just asked me to explain the project. i explained all the features in detailed. then i explained my models. at last he gave some suggestions. ,"just chill, explain ur notebook and ur good to go. "
3/31/2025 10:59:24,,3/31/2025,mlp_level1_viva7,- Explain the kaggle notebook - What is one-hot encoding? - What is the difference between one-hot encoding and target encoding?,All the best👍
3/31/2025 11:47:47,Shamanthak,3/31/2025,Level1_viva14,"very nice and chill guy.
asks you to completely explain the notebook. 
then focused mainly on the hyperparameter tuning process
told me to explain why I have chosen a specific model.
last he told me to code GridSearchCV for perceptron.","be well verse with your notebook.
get ready to write a short code (simple one) mainly on hyperparameter tuning (allows documentation). "
3/31/2025 18:45:17,Kashish ,3/31/2025,L_3_viva_20,"Just asked i had done PCA, selectkbest. Suggested that i should try to use Multilayer perceptron.","Explain well, know what you are explaining. Tell what was your thought process."
4/1/2025 21:44:05,Kushagara tripathi,4/1/2025,mlp_level1_viva9,"* Asked to show the graph then explain the graph 
* Ask the random question don't explain the nootebook line by line
* My gone very bad","Be prepare for doing some coding
"
4/2/2025 12:31:11,Pratik,4/1/2025,level1_viva9,"1. Show me the EDA visualisations you
2. Have you performed Hyperparameter tuning? show me
3. Which models you choose? What's the comparison between them? in terms of result.
4. Do the train & test split for the dataset
5. Tell me about Bias & variance tradeoff.","Go through your notebook. Coding part of pipelines and training the model. Go through theory questions mentioned in the sheet from the proctor. This proctor id has two person. It can be Sir or Ma'am, so prepare for both of them."
4/2/2025 17:01:44,Awaiting results ,3/29/2025,Level3_31,"Chill proctor & patiently heard me

Explain your notebook
Basic questions about how SimpleImputer(mean, median & mode) & Encoder works?
Explain anyone model
Give general explanation of Confusion matrix and how any model works
What is loss function?
",Explain your notebook well. Explain key things. Go with in-depth explanation. 
